Id,OverallQual,YearBuilt,TotalBsmtSF,GrLivArea,FullBath,SaleType,GarageCars,SalePrice
624,6,2000,756,1512,2,WD,2,168500
625,6,1972,732,1790,1,WD,2,165150
626,6,1962,1116,1116,1,WD,2,160000
627,5,1960,978,1422,1,WD,1,139900
628,6,1955,1156,1520,1,WD,1,153000
629,5,1969,1040,2080,1,WD,2,135000
630,6,1964,1248,1350,1,WD,2,168500
631,5,1880,636,1750,1,WD,1,124000
632,8,2006,1554,1554,2,WD,2,209500
633,7,1977,1386,1411,2,WD,2,82500
634,5,1954,1056,1056,1,WD,1,139400
635,6,1980,1056,1056,0,WD,2,144000
636,6,1914,1440,3395,2,WD,0,200000
637,2,1936,264,800,1,ConLw,0,60000
638,5,1954,811,1387,2,WD,1,93000
639,5,1910,796,796,1,WD,0,85000
640,8,2006,1520,1567,2,New,3,264561
641,8,2003,1518,1518,1,WD,2,274000
642,7,2001,1057,1929,2,WD,2,226000
643,8,1972,1952,2704,2,WD,2,345000
644,5,1969,780,1620,2,WD,2,152000
645,9,2009,1766,1766,2,New,3,370878
646,6,1971,981,981,1,WD,2,143250
647,5,1950,0,1048,1,WD,2,98300
648,6,1953,1094,1094,1,WD,2,155000
649,6,1966,756,1839,1,WD,2,155000
650,4,1970,630,630,1,WD,0,84500
651,7,2007,813,1665,2,WD,2,205950
652,4,1940,755,1510,1,WD,1,108000
653,7,1996,880,1716,2,WD,2,191000
654,6,1906,756,1469,1,WD,1,135000
655,8,1995,2109,2113,2,WD,3,350000
656,6,1971,525,1092,1,WD,1,88000
657,5,1959,1053,1053,1,WD,1,145500
658,7,1931,776,1502,1,WD,1,149000
659,6,1948,912,1458,1,WD,1,97500
660,5,1964,1486,1486,1,WD,2,167000
661,7,1976,793,1935,2,WD,2,197900
662,8,1994,1629,2448,2,WD,3,402000
663,6,1968,1392,1392,1,WD,2,110000
664,4,1972,1138,1181,2,WD,2,137500
665,8,2005,2077,2097,1,New,3,423000
666,8,2000,1406,1936,2,WD,2,230500
667,6,1965,1021,2380,2,WD,2,129000
668,6,1994,1408,1679,2,WD,2,193500
669,5,1956,1188,1437,1,WD,2,168000
670,4,1922,700,1180,1,WD,1,137500
671,6,2005,738,1476,2,WD,2,173500
672,6,1925,672,1369,2,WD,1,103600
673,6,1977,1208,1208,1,WD,2,165000
674,6,1957,1477,1839,2,WD,2,257500
675,6,1965,1136,1136,1,WD,1,140000
676,6,1978,855,1441,2,WD,2,148500
677,4,1900,1095,1774,2,WD,3,87000
678,5,1924,768,792,1,WD,1,109500
679,8,2008,2046,2046,2,New,3,372500
680,5,1961,988,988,1,WD,2,128500
681,6,1980,923,923,2,WD,1,143000
682,5,1932,793,1520,1,WD,1,159434
683,6,1996,1291,1291,1,WD,2,173000
684,9,2002,1626,1668,2,WD,3,285000
685,7,1998,1195,1839,2,WD,2,221000
686,7,1984,1190,2090,2,WD,2,207500
687,7,2007,874,1761,3,New,2,227875
688,7,2004,551,1102,2,WD,2,148800
689,8,2007,1419,1419,2,New,2,392000
690,6,2005,1362,1362,2,WD,2,194700
691,6,2004,848,848,1,WD,2,141000
692,10,1994,2444,4316,3,WD,3,755000
693,7,1989,1210,2519,2,WD,2,335000
694,5,1921,1073,1073,1,WD,1,108480
695,5,1936,927,1539,1,WD,2,141500
696,6,1987,1112,1137,2,WD,2,176000
697,5,1921,616,616,1,WD,1,89000
698,5,1952,980,1148,1,WD,1,123500
699,5,1965,894,894,1,WD,1,138500
700,7,2004,1391,1391,2,WD,2,196000
701,8,2002,1800,1800,2,WD,3,312500
702,7,1969,1164,1164,1,COD,2,140000
703,8,2006,1234,2576,2,New,3,361919
704,5,1900,360,1812,2,WD,2,140000
705,7,2004,1473,1484,2,WD,2,213000
706,4,1930,0,1092,2,WD,0,55000
707,7,1971,1643,1824,2,WD,2,302000
708,8,2006,1324,1324,2,WD,2,254000
709,7,2007,728,1456,2,New,2,179540
710,5,1966,876,904,1,WD,1,109900
711,3,1935,270,729,1,WD,0,52000
712,4,1900,859,1178,1,WD,1,102776
713,8,1988,1228,1228,2,WD,2,189000
714,4,1970,960,960,1,WD,2,129000
715,6,1976,725,1479,2,WD,2,130500
716,6,1974,1064,1350,2,WD,2,165000
717,7,1890,718,2554,1,WD,2,159500
718,5,1973,1176,1178,1,WD,2,157000
719,7,1993,1311,2418,2,WD,3,341000
720,5,1969,971,971,1,WD,1,128500
721,8,1985,1742,1742,2,WD,2,275000
722,6,2004,848,848,1,WD,2,143000
723,4,1970,864,864,1,WD,2,124500
724,4,1954,941,1470,2,WD,1,135000
725,9,2007,1698,1698,2,WD,3,320000
726,4,1970,864,864,1,WD,2,120500
727,6,1988,880,1680,2,WD,2,222000
728,7,2007,1232,1232,2,WD,2,194500
729,5,1958,1584,1776,2,COD,3,110000
730,4,1925,780,1208,1,WD,2,103000
731,8,1995,1595,1616,2,WD,2,236500
732,7,2003,868,1146,2,WD,2,187500
733,7,1998,1153,2031,2,WD,2,222500
734,5,1961,864,1144,1,WD,1,131400
735,5,1968,948,948,1,WD,1,108000
736,7,1914,880,1768,1,WD,2,163000
737,3,1950,0,1040,2,WD,2,93500
738,8,2005,893,1801,2,WD,3,239900
739,5,1987,1200,1200,3,WD,0,179000
740,7,2004,864,1728,2,WD,2,190000
741,5,1910,264,1432,2,WD,2,132000
742,6,1961,912,912,1,WD,1,142000
743,7,2000,1349,1349,2,WD,2,179000
744,5,1963,520,1464,2,WD,2,175000
745,8,1993,1337,1337,2,WD,2,180000
746,8,1976,1142,2715,3,WD,2,299800
747,7,2000,952,2256,2,WD,2,236000
748,7,1880,1240,2640,1,WD,4,265979
749,7,1996,1720,1720,2,WD,2,260400
750,4,1945,0,1529,2,WD,1,98000
751,4,1910,576,1140,1,WD,0,96500
752,7,2003,660,1320,2,WD,2,162000
753,6,1997,1479,1494,2,WD,2,217000
754,8,2005,1030,2098,2,WD,3,275500
755,6,1969,1026,1026,1,WD,2,156000
756,6,1999,729,1471,2,WD,2,172500
757,8,2007,866,1768,2,WD,2,212000
758,6,1978,672,1386,2,WD,2,158900
759,7,1999,744,1501,2,WD,2,179400
760,8,1995,1318,2531,2,WD,3,290000
761,6,1959,864,864,1,WD,1,127500
762,5,1924,1145,1301,1,WD,2,100000
763,7,2009,756,1547,2,Con,2,215200
764,8,1999,1252,2365,2,WD,3,337000
765,8,1995,1494,1494,1,WD,2,270000
766,9,2008,1498,1506,2,New,2,264132
767,7,1988,980,1714,2,WD,2,196500
768,6,1940,983,1750,2,WD,1,160000
769,7,2004,1860,1836,2,WD,2,216837
770,8,2003,1650,3279,3,WD,3,538000
771,5,1982,858,858,1,WD,2,134900
772,4,1951,836,1220,1,COD,2,102000
773,6,1976,1029,1117,1,WD,2,107000
774,5,1958,912,912,1,COD,1,114500
775,8,2006,1935,1973,2,New,3,395000
776,6,1998,1204,1204,2,WD,2,162000
777,7,2005,1614,1614,2,New,3,221500
778,5,1974,864,894,1,WD,2,142500
779,5,1977,0,2020,2,WD,2,144000
780,6,1977,975,1004,1,WD,2,135000
781,7,1995,1237,1253,2,WD,2,176000
782,6,1992,761,1603,2,WD,2,175900
783,7,2001,1413,1430,2,WD,2,187100
784,5,1978,1097,1110,1,WD,2,165500
785,6,1914,742,1484,2,WD,0,128000
786,6,1967,1372,1342,2,WD,2,161500
787,5,1915,686,1652,2,WD,1,139000
788,7,2004,956,2084,2,WD,2,233000
789,4,1954,901,901,1,WD,1,107900
790,6,1966,832,2087,2,WD,2,187500
791,7,2005,1145,1145,2,WD,2,160200
792,6,1976,1029,1062,1,WD,2,146800
793,7,1996,1117,2013,2,WD,2,269790
794,8,2007,1496,1496,2,New,2,225000
795,7,1994,712,1895,2,WD,2,194500
796,6,1980,650,1564,2,WD,2,171000
797,6,1977,660,1285,1,WD,2,143500
798,5,1953,773,773,1,WD,1,110000
799,9,2008,1926,3140,3,New,3,485000
800,5,1937,731,1768,1,WD,1,175000
801,6,1997,616,1688,2,WD,2,200000
802,4,1916,1196,1196,1,WD,2,109900
803,7,2005,728,1456,2,WD,2,189000
804,9,2008,1734,2822,3,New,3,582933
805,5,1954,936,1128,1,WD,1,118000
806,7,2008,1417,1428,2,New,2,227680
807,5,1967,980,980,2,WD,1,135500
808,5,1923,1324,1576,1,WD,2,223500
809,5,1966,1024,1086,1,WD,2,159950
810,5,1898,849,2138,2,WD,2,106000
811,6,1974,1040,1309,1,WD,2,181000
812,6,2004,848,848,1,ConLD,2,144500
813,5,1952,540,1044,1,WD,2,55993
814,6,1958,1442,1442,1,COD,1,157900
815,5,1918,686,1250,1,WD,1,116000
816,7,1998,1649,1661,2,WD,2,224900
817,5,1954,1008,1008,1,WD,1,137000
818,8,2002,1568,1689,2,WD,3,271000
819,6,1971,1010,1052,1,WD,2,155000
820,7,2009,1358,1358,2,New,2,224000
821,7,2003,798,1640,2,WD,2,183000
822,4,1953,936,936,1,WD,2,93000
823,7,2003,847,1733,2,WD,2,225000
824,6,1940,778,1489,2,WD,1,139500
825,8,2006,1489,1489,2,New,2,232600
826,10,2007,2078,2084,2,New,3,385000
827,5,1924,784,784,1,WD,0,109500
828,7,2001,1454,1434,2,WD,2,189000
829,5,1967,1013,2126,2,WD,2,185000
830,7,2005,600,1223,2,WD,2,147400
831,6,1957,1392,1392,1,WD,2,166000
832,7,2005,600,1200,2,WD,2,151000
833,7,2003,941,1829,2,WD,2,237000
834,6,1964,1516,1516,1,WD,2,167000
835,5,1961,1144,1144,1,WD,2,139950
836,4,1950,1067,1067,2,WD,2,128000
837,5,1948,1559,1559,1,COD,2,153500
838,6,1973,483,987,1,WD,1,100000
839,5,1995,1099,1099,1,WD,1,144000
840,5,1946,768,1200,1,WD,1,130500
841,6,1925,672,1482,2,WD,1,140000
842,5,1904,650,1539,2,WD,2,157500
843,6,1966,1127,1165,1,WD,2,174900
844,5,1961,1800,1800,2,WD,0,141000
845,5,1915,876,1416,1,WD,3,153900
846,5,1975,1390,1701,2,WD,2,171000
847,7,1993,740,1775,2,WD,2,213000
848,5,1972,864,864,1,WD,1,133500
849,6,1908,907,2358,3,WD,2,240000
850,6,1976,528,1855,2,WD,2,187000
851,6,2003,848,848,1,WD,2,131500
852,8,2003,1273,1456,2,WD,2,215000
853,7,1941,918,1646,2,WD,1,164000
854,6,1964,1127,1445,1,WD,2,158000
855,5,1955,1763,1779,1,WD,2,170000
856,5,1962,1040,1040,1,WD,1,127000
857,6,1978,940,1026,1,WD,2,147000
858,6,1994,702,1481,2,WD,2,174000
859,7,1976,1090,1370,2,WD,2,152000
860,6,1968,1054,2654,2,WD,2,250000
861,7,1918,912,1426,1,WD,1,189950
862,5,1965,1039,1039,1,WD,2,131500
863,6,1984,1040,1097,2,WD,2,152000
864,5,1959,1148,1148,1,WD,1,132500
865,7,2007,1372,1372,2,New,2,250580
866,5,1970,1002,1002,1,WD,2,148500
867,8,2006,1638,1646,2,New,3,248900
868,4,1961,1040,1120,1,WD,2,129000
869,5,1948,0,2320,2,WD,2,169000
870,7,1993,1050,1949,2,WD,2,236000
871,5,1962,894,894,1,WD,1,109500
872,6,1998,804,1682,2,WD,2,200500
873,5,1953,105,910,1,WD,2,116000
874,5,1949,832,1268,1,WD,1,133000
875,5,1941,676,1131,1,WD,1,66500
876,8,2007,1184,2610,2,New,2,303477
877,4,1963,1064,1040,1,WD,2,132250
878,9,2004,1462,2224,2,WD,3,350000
879,5,1961,1109,1155,1,WD,2,148000
880,5,1978,864,864,1,WD,1,136500
881,5,2005,1090,1090,1,WD,2,157000
882,7,1990,1156,1717,2,WD,2,187500
883,6,1992,808,1593,2,WD,2,178000
884,4,1912,795,2230,1,WD,1,118500
885,5,1967,892,892,1,WD,1,100000
886,9,1999,1698,1709,2,CWD,2,328900
887,5,1959,1626,1712,2,WD,2,145000
888,5,1955,816,1393,1,WD,1,135500
889,8,1970,2217,2217,2,WD,2,268000
890,6,1953,1505,1505,1,WD,2,149500
891,5,1949,672,924,1,WD,2,122900
892,6,1978,918,1683,2,WD,2,172500
893,6,1963,1059,1068,1,WD,1,154500
894,5,1954,1383,1383,1,WD,1,165000
895,5,1979,0,1535,2,WD,2,118858
896,6,1963,780,1796,1,WD,2,140000
897,4,1936,951,951,1,WD,1,106500
898,5,1979,0,2240,2,WD,2,142953
899,9,2009,2330,2364,2,New,3,611657
900,5,1961,912,1236,1,WD,1,135000
901,4,1971,858,858,1,WD,1,110000
902,5,1957,992,1306,1,WD,1,153000
903,7,2003,783,1509,2,WD,2,180000
904,7,2006,1670,1670,2,New,3,240000
905,5,1967,876,902,1,WD,1,125500
906,5,1954,1056,1063,1,WD,1,128000
907,8,2006,1623,1636,2,WD,3,255000
908,7,1936,1017,2057,1,WD,1,250000
909,5,1983,864,902,1,WD,2,131000
910,6,2005,742,1484,2,WD,2,174000
911,5,1960,1105,2274,2,WD,2,154300
912,5,1977,1268,1268,1,WD,1,143500
913,5,1925,768,1015,1,WD,1,88000
914,5,1949,1001,2002,2,WD,3,145000
915,6,2009,612,1224,2,New,2,173733
916,4,1970,546,1092,1,WD,1,75000
917,2,1949,480,480,0,WD,1,35311
918,4,1956,1134,1229,1,WD,1,135000
919,7,1991,1104,2127,2,WD,3,238000
920,6,1958,1184,1414,1,WD,2,176500
921,6,1994,928,1721,2,WD,2,201000
922,5,1900,1272,2200,2,WD,0,145900
923,6,2005,1316,1316,2,New,2,169990
924,6,1993,1604,1617,2,WD,2,193000
925,6,1980,1686,1686,2,WD,2,207500
926,5,1977,1126,1126,2,WD,2,175000
927,8,2003,1181,2374,2,WD,3,285000
928,7,1968,832,1978,2,WD,2,176000
929,8,2001,1753,1788,2,WD,2,236500
930,7,1997,964,2236,2,WD,2,222000
931,8,2007,1466,1466,2,WD,3,201000
932,5,1965,925,925,1,WD,1,117500
933,9,2006,1905,1905,2,WD,3,320000
934,7,2004,1500,1500,2,WD,2,190000
935,7,1960,585,2069,2,WD,2,242000
936,4,1926,600,747,1,WD,2,79900
937,7,2003,1176,1200,2,WD,2,184900
938,7,2005,1113,1971,2,WD,2,253000
939,7,2006,1391,1962,2,New,3,239799
940,7,1940,1032,2403,2,COD,1,244400
941,6,1976,1728,1728,2,WD,2,150900
942,7,1999,992,2060,2,WD,2,214000
943,4,1977,1440,1440,2,Oth,0,150000
944,5,1967,1632,1632,2,WD,2,143000
945,6,1958,819,1344,1,COD,2,137500
946,5,1890,1088,1869,1,WD,2,124900
947,5,1959,1144,1144,1,WD,1,143000
948,8,2002,1616,1629,2,WD,3,270000
949,7,2002,936,1776,2,WD,2,192500
950,6,1972,1161,1381,1,WD,2,197500
951,5,1950,864,864,1,WD,2,129000
952,5,1965,828,965,1,WD,1,119900
953,5,1972,768,768,1,WD,1,133900
954,5,1969,784,1968,2,WD,2,172000
955,6,1975,945,980,2,WD,0,127500
956,6,1946,979,1958,2,WD,2,145000
957,6,1980,561,1229,1,WD,2,124000
958,5,1962,1057,1057,1,WD,2,132000
959,7,2003,1337,1337,2,WD,2,185000
960,7,1999,696,1416,2,WD,2,155000
961,5,1958,858,858,1,WD,0,116500
962,6,1977,1330,2872,2,WD,2,272000
963,6,1976,804,1548,2,WD,2,155000
964,9,2007,1800,1800,2,WD,2,239000
965,7,2002,817,1894,2,WD,2,214900
966,6,2005,783,1484,2,New,2,178900
967,5,1940,728,1308,1,WD,1,160000
968,5,1955,1098,1098,1,WD,1,135000
969,3,1910,600,968,1,WD,0,37900
970,6,1958,588,1095,1,ConLD,1,140000
971,4,1949,720,1192,1,WD,0,135000
972,7,2003,764,1626,2,WD,2,173000
973,6,1979,918,918,2,WD,1,99500
974,7,2007,1428,1428,2,New,2,182000
975,7,1910,728,2019,1,WD,2,167500
976,7,2000,673,1382,2,WD,2,165000
977,4,1923,440,869,1,WD,0,85500
978,7,2006,1241,1241,1,New,2,199900
979,4,1954,894,894,1,WD,2,110000
980,5,1963,1121,1121,1,WD,2,139000
981,7,1961,944,999,1,WD,2,178400
982,8,1998,1225,2612,2,WD,3,336000
983,7,2007,1266,1266,2,WD,2,159895
984,8,2002,1128,2290,2,WD,2,255900
985,5,1977,0,1734,2,COD,2,126000
986,5,1950,1164,1164,1,ConLD,1,125000
987,6,1910,485,1635,1,WD,1,117000
988,9,2009,1930,1940,2,New,3,395192
989,6,1976,848,2030,2,WD,2,195000
990,7,2006,770,1576,2,New,2,197000
991,8,1997,1396,2392,2,WD,3,348000
992,8,1882,916,1742,1,WD,2,168000
993,6,1964,822,1851,2,WD,2,187000
994,6,2005,750,1500,2,New,2,173900
995,10,2006,1700,1718,2,WD,3,337500
996,4,1946,747,1230,1,WD,1,121600
997,5,1961,1050,1050,1,COD,1,136500
998,6,1970,1442,1442,2,WD,2,185000
999,3,1922,1007,1077,1,WD,1,91000
1000,7,2006,1187,1208,2,WD,2,206000
1001,3,1952,0,944,1,WD,2,82000
1002,5,1920,691,691,1,WD,1,86000
1003,8,2006,1574,1574,2,WD,3,232000
1004,5,1976,1680,1680,2,WD,2,136905
1005,7,2005,1346,1504,2,WD,2,181000
1006,5,1977,985,985,2,WD,1,149900
1007,6,1970,1657,1657,2,WD,2,163500
1008,4,1970,546,1092,1,WD,1,88000
1009,7,2004,1710,1710,2,WD,2,240000
1010,5,1926,1008,1522,2,WD,0,102000
1011,5,1948,720,1271,2,WD,1,135000
1012,5,1965,0,1664,2,WD,0,100000
1013,6,1923,602,1502,1,WD,1,165000
1014,5,1910,1022,1022,1,WD,1,85000
1015,6,1948,1082,1082,1,WD,1,119200
1016,8,2001,810,1665,2,WD,2,227000
1017,7,1996,1504,1504,2,WD,2,203000
1018,8,1984,1220,1360,1,COD,2,187500
1019,7,1991,384,1472,2,WD,2,160000
1020,7,2005,1362,1506,2,WD,2,213490
1021,4,2005,1132,1132,1,WD,2,176000
1022,7,2006,1199,1220,2,New,2,194000
1023,5,1930,912,1248,1,WD,1,87000
1024,7,2005,1346,1504,2,WD,2,191000
1025,8,1976,1565,2898,2,COD,2,287000
1026,5,1972,882,882,1,WD,2,112500
1027,5,1960,1268,1264,1,WD,2,167500
1028,8,2007,1638,1646,2,New,3,293077
1029,5,1941,768,1376,1,WD,1,105000
1030,6,1972,672,1218,1,WD,1,118000
1031,5,1916,686,1928,2,WD,0,160000
1032,7,1920,824,3082,2,WD,2,197000
1033,8,1993,1338,2520,2,WD,3,310000
1034,7,2002,1654,1654,2,WD,3,230000
1035,5,1938,920,954,1,WD,1,119750
1036,4,1957,0,845,1,WD,1,84000
1037,9,2007,1620,1620,2,WD,3,315500
1038,8,2001,1055,2263,2,WD,2,287000
1039,4,1970,546,1344,1,WD,0,97000
1040,4,1970,630,630,1,WD,1,80000
1041,5,1957,1134,1803,2,WD,2,155000
1042,6,1966,800,1632,1,WD,2,173000
1043,6,2005,1306,1306,2,WD,2,196000
1044,7,1990,1475,2329,2,WD,2,262280
1045,8,1981,2524,2524,2,WD,2,278000
1046,3,1955,0,1733,2,WD,2,139600
1047,9,2005,1992,2868,3,New,3,556581
1048,5,1994,990,990,1,WD,2,145000
1049,5,1960,0,1771,1,WD,2,115000
1050,4,1946,0,930,1,WD,1,84900
1051,7,2007,1302,1302,2,New,2,176485
1052,7,2007,1316,1316,2,New,2,200141
1053,6,1964,816,1977,1,WD,2,165000
1054,5,1957,1216,1526,1,WD,1,144500
1055,8,2002,1065,1989,2,WD,2,255000
1056,6,1976,1193,1523,2,COD,2,180000
1057,7,2005,1364,1364,2,WD,2,185850
1058,7,1994,973,1850,2,WD,2,248000
1059,9,2008,1104,2184,2,WD,3,335000
1060,6,1932,854,1991,1,WD,2,220000
1061,8,2001,1338,1338,2,WD,2,213500
1062,3,1935,894,894,1,ConLD,3,81000
1063,5,1900,662,2337,2,WD,2,90000
1064,6,1925,1103,1103,1,WD,2,110500
1065,5,1966,1154,1154,1,WD,2,154000
1066,7,1996,1306,2260,2,WD,2,328000
1067,6,1993,799,1571,2,WD,2,178000
1068,6,1964,780,1611,1,WD,2,167900
1069,6,1973,942,2521,2,WD,2,151400
1070,5,1949,845,893,1,WD,2,135000
1071,5,1956,1048,1048,1,WD,1,135000
1072,6,1968,727,1556,1,WD,2,154000
1073,5,1948,810,1456,1,WD,1,91500
1074,6,1977,690,1426,1,WD,2,159500
1075,7,2006,1240,1240,2,WD,3,194000
1076,7,1940,800,1740,1,CWD,1,219500
1077,5,1936,796,1466,2,WD,2,170000
1078,5,1969,1096,1096,1,WD,1,138800
1079,6,2004,848,848,1,WD,2,155900
1080,5,1994,990,990,1,WD,1,126000
1081,6,1971,1258,1258,2,COD,2,145000
1082,5,1963,1040,1040,1,WD,1,133000
1083,7,2002,1459,1459,2,WD,2,192000
1084,6,1964,1251,1251,1,WD,1,160000
1085,6,1995,691,1498,2,WD,2,187500
1086,6,1992,936,996,1,WD,2,147000
1087,4,1973,546,1092,1,WD,1,83500
1088,8,2005,1082,1953,2,WD,3,252000
1089,7,2004,970,1709,2,WD,2,137500
1090,8,2005,1247,1247,1,WD,2,197000
1091,3,1950,0,1040,2,WD,2,92900
1092,7,1999,600,1252,2,WD,2,160000
1093,6,1925,1181,1694,2,WD,2,136500
1094,5,1965,864,1200,1,WD,2,146000
1095,5,1956,936,936,1,WD,1,129000
1096,6,2006,1314,1314,2,WD,2,176432
1097,6,1914,684,1355,1,WD,0,127000
1098,8,1986,1074,1088,1,WD,2,170000
1099,4,1936,672,1324,1,WD,1,128000
1100,7,1978,1271,1601,2,COD,2,157000
1101,2,1920,290,438,1,WD,1,60000
1102,5,1971,950,950,1,WD,1,119500
1103,5,1960,1010,1134,1,WD,1,135000
1104,6,1959,655,1194,1,WD,2,159500
1105,5,1970,630,1302,2,WD,2,106000
1106,8,1994,1463,2622,2,WD,2,325000
1107,7,1990,910,1442,2,WD,2,179900
1108,7,2006,868,2021,2,New,2,274725
1109,6,2000,924,1690,2,WD,2,181000
1110,8,2004,1836,1836,2,WD,3,280000
1111,6,1995,773,1658,2,WD,2,188000
1112,7,1976,803,1964,2,WD,2,205000
1113,5,1957,816,816,1,WD,1,129900
1114,5,1953,1008,1008,1,WD,1,134500
1115,5,1954,833,833,1,WD,1,117000
1116,8,2007,1734,1734,2,New,3,318000
1117,8,2002,408,1419,2,WD,2,184100
1118,5,1967,894,894,1,WD,2,130000
1119,5,1958,533,1601,1,WD,1,140000
1120,5,1959,1040,1040,1,WD,1,133700
1121,6,1920,1012,1012,1,WD,1,118400
1122,7,2005,1552,1552,2,New,3,212900
1123,4,1956,672,960,1,COD,1,112000
1124,5,1947,698,698,1,WD,0,118000
1125,7,1992,384,1482,2,WD,2,163900
1126,4,1955,1005,1005,1,WD,2,115000
1127,7,2007,1373,1555,2,WD,3,174000
1128,7,2004,1530,1530,2,WD,3,259000
1129,7,2004,847,1959,2,WD,2,215000
1130,5,1980,936,936,1,WD,2,140000
1131,4,1928,1122,1981,2,WD,2,135000
1132,5,1991,974,974,1,Oth,0,93500
1133,6,1880,1008,2210,2,WD,1,117500
1134,8,1995,1128,2020,2,WD,2,239500
1135,6,1997,916,1600,2,WD,2,169000
1136,6,1926,960,986,1,WD,1,102000
1137,6,1950,1032,1252,1,WD,1,119000
1138,5,1875,780,1020,1,WD,0,94000
1139,6,1977,1567,1567,2,WD,2,196000
1140,5,1920,915,1167,1,WD,2,144000
1141,5,1951,952,952,1,COD,2,139000
1142,5,1976,780,1868,2,WD,2,197500
1143,8,2006,1466,2828,3,New,3,424870
1144,5,1959,1006,1006,1,WD,0,80000
1145,4,1941,672,924,1,WD,1,80000
1146,5,1928,1042,1576,1,WD,1,149000
1147,6,1985,1298,1298,2,WD,2,180000
1148,7,1941,704,1564,1,WD,1,174500
1149,7,1926,572,1111,1,WD,1,116900
1150,7,1920,650,1482,1,WD,2,143000
1151,6,1950,932,932,1,WD,1,124000
1152,5,1959,1466,1466,1,WD,2,149900
1153,6,1956,1073,1811,1,WD,2,230000
1154,6,1930,816,816,1,WD,1,120500
1155,7,1965,864,1820,1,WD,2,201800
1156,5,1976,1437,1437,2,WD,2,218000
1157,5,1965,1219,1265,2,WD,2,179900
1158,7,2007,1314,1314,2,WD,2,230000
1159,8,2007,1580,1580,2,ConLD,3,235128
1160,6,1974,901,1876,2,WD,2,185000
1161,6,1978,855,1456,2,WD,2,146000
1162,6,1954,1296,1640,1,WD,2,224000
1163,5,1968,894,894,1,WD,2,129000
1164,4,1969,1198,1258,0,WD,2,108959
1165,5,1978,1360,1432,1,WD,2,194000
1166,7,2009,1502,1502,2,New,2,233170
1167,8,2008,1694,1694,2,WD,3,245350
1168,6,2000,959,1671,2,WD,2,173000
1169,6,1935,1127,2108,2,WD,2,235000
1170,10,1995,1930,3627,3,WD,3,625000
1171,6,1977,1096,1118,1,WD,1,171000
1172,6,1958,1261,1261,1,WD,2,163000
1173,7,2006,625,1250,2,WD,2,171900
1174,5,1946,1598,3086,3,WD,0,200500
1175,6,1932,952,2345,2,WD,2,239000
1176,8,1992,1683,2872,2,WD,2,285000
1177,5,1984,876,923,1,WD,1,119500
1178,6,1926,818,1224,1,WD,1,115000
1179,5,1921,731,1343,1,WD,1,154900
1180,5,1954,0,1124,1,WD,0,93000
1181,7,1990,1216,2514,2,WD,2,250000
1182,8,2008,1600,1652,2,New,2,392500
1183,10,1996,2396,4476,3,WD,3,745000
1184,5,1920,1120,1130,1,WD,2,120000
1185,5,1963,1572,1572,1,WD,3,186700
1186,5,1924,784,1221,1,WD,1,104900
1187,3,1900,978,1699,2,WD,2,95000
1188,8,1994,1624,1624,2,WD,3,262000
1189,7,2002,831,1660,2,WD,2,195000
1190,7,1999,994,1804,2,WD,2,189000
1191,4,1961,1249,1622,1,WD,4,168000
1192,8,1999,776,1441,2,WD,2,174000
1193,5,1925,702,1472,1,WD,1,125000
1194,6,1999,1224,1224,2,WD,2,165000
1195,6,1969,663,1352,1,WD,1,158000
1196,6,2005,728,1456,2,WD,2,176000
1197,7,2006,879,1863,2,New,3,219210
1198,7,1916,815,1690,1,ConLw,1,144000
1199,7,2001,1212,1212,2,WD,2,178000
1200,4,1963,1051,1382,1,WD,2,148000
1201,4,1970,864,864,1,Oth,1,116050
1202,7,1998,866,1779,2,WD,2,197900
1203,5,1925,884,1348,1,WD,1,117000
1204,7,2000,1630,1630,2,WD,2,213000
1205,5,1975,1056,1074,1,WD,2,153500
1206,7,1990,2158,2196,2,WD,3,271900
1207,4,1966,1056,1056,1,WD,1,107000
1208,6,2003,1682,1700,2,WD,2,200000
1209,5,1962,931,1283,1,WD,2,140000
1210,8,2006,1660,1660,2,New,2,290000
1211,6,1992,1055,1845,2,WD,2,189000
1212,8,1988,559,1752,2,WD,2,164000
1213,4,1941,672,672,1,WD,1,113000
1214,4,1965,648,960,0,WD,1,145000
1215,5,1962,925,999,1,WD,1,134500
1216,5,1966,894,894,1,WD,1,125000
1217,6,1978,0,1902,2,WD,2,112000
1218,8,2009,1300,1314,2,New,2,229456
1219,4,1947,0,912,1,WD,0,80500
1220,6,1971,672,1218,1,WD,0,91500
1221,5,1964,912,912,1,WD,1,115000
1222,5,1968,952,1211,1,WD,1,134000
1223,6,1949,1040,1846,2,WD,1,143000
1224,5,1951,2136,2136,2,WD,2,137900
1225,7,2004,788,1490,2,WD,2,184000
1226,6,1958,588,1138,1,WD,1,145000
1227,6,2007,894,1933,2,WD,3,214000
1228,5,1965,912,912,1,WD,2,147000
1229,9,2008,1702,1702,1,New,3,367294
1230,5,1960,1075,1507,2,WD,1,127000
1231,5,1977,1361,2620,2,WD,2,190000
1232,5,1962,1106,1190,1,WD,2,132500
1233,4,1962,0,1224,2,WD,2,101800
1234,5,1959,1188,1188,1,COD,2,142000
1235,5,1911,940,1964,1,WD,0,130000
1236,5,1914,747,1784,1,WD,1,138887
1237,7,2003,764,1626,2,WD,2,175500
